Location,CellStrength,BSSID,SSID,RSSI,LinkSpeed
Alumni,-90,7c:0e:ce:68:91:ce,"SCU-Student",-84,400
Alumni,-90,7c:0e:ce:68:91:ce,"SCU-Student",-83,400
Alumni,-92,7c:0e:ce:68:91:ce,"SCU-Student",-83,400
Alumni,-92,7c:0e:ce:68:91:ce,"SCU-Student",-83,400
Alumni,-92,7c:0e:ce:68:91:ce,"SCU-Student",-83,400
Alumni,-88,68:86:a7:d7:92:56,"SCU-Student",-71,400
Alumni,-88,68:86:a7:d7:92:56,"SCU-Student",-71,400
Alumni,-88,68:86:a7:d7:92:56,"SCU-Student",-71,400
Alumni,-93,68:86:a7:d7:92:56,"SCU-Student",-71,400
Alumni,-93,68:86:a7:d7:92:56,"SCU-Student",-68,360
Alumni,-93,68:86:a7:d7:92:56,"SCU-Student",-68,360
Alumni,-93,68:86:a7:d7:92:56,"SCU-Student",-68,360
Alumni,-93,68:86:a7:d7:92:56,"SCU-Student",-74,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-74,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-74,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-74,360
Alumni,-95,68:86:a7:d7:92:56,"SCU-Student",-79,360
Alumni,-95,68:86:a7:d7:92:56,"SCU-Student",-79,360
Alumni,-95,68:86:a7:d7:92:56,"SCU-Student",-79,360
Alumni,-95,68:86:a7:d7:92:56,"SCU-Student",-79,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-79,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-82,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-82,360
Alumni,-94,68:86:a7:d7:92:56,"SCU-Student",-82,360
Alumni,-94,7c:0e:ce:4c:61:ae,"SCU-Student",-63,270
Alumni,-94,7c:0e:ce:4c:61:ae,"SCU-Student",-70,270
Alumni,-94,7c:0e:ce:4c:61:ae,"SCU-Student",-76,270
Daly,-91,7c:0e:ce:4c:61:ae,"SCU-Student",-75,270
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-77,270
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-77,270
Daly,-96,7c:0e:ce:79:e7:8e,"SCU-Student",-67,270
Daly,-95,7c:0e:ce:79:e7:8e,"SCU-Student",-67,270
Daly,-95,7c:0e:ce:79:e7:8e,"SCU-Student",-72,270
Daly,-93,7c:0e:ce:79:e7:8e,"SCU-Student",-72,270
Daly,-93,7c:0e:ce:79:e7:8e,"SCU-Student",-72,270
Daly,-93,7c:0e:ce:4c:61:ae,"SCU-Student",-67,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-72,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-72,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-72,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-72,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-65,270
Daly,-92,7c:0e:ce:4c:61:ae,"SCU-Student",-65,270
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-65,270
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-60,360
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-60,360
Daly,-98,7c:0e:ce:4c:61:ae,"SCU-Student",-60,360
Daly,-98,7c:0e:ce:4c:61:ae,"SCU-Student",-60,360
Daly,-98,7c:0e:ce:4c:61:ae,"SCU-Student",-54,360
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-54,360
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-54,360
Daly,-96,7c:0e:ce:4c:61:ae,"SCU-Student",-62,324
Daly,-93,7c:0e:ce:4c:61:ae,"SCU-Student",-62,324
Daly,-93,7c:0e:ce:4c:61:ae,"SCU-Student",-62,324
Daly,-93,7c:0e:ce:4c:61:ae,"SCU-Student",-62,324
Daly,-93,7c:0e:ce:4c:61:ae,"SCU-Student",-66,324
Daly,-91,7c:0e:ce:4c:61:ae,"SCU-Student",-66,324
Daly,-91,7c:0e:ce:4c:61:ae,"SCU-Student",-66,324
Daly,-91,7c:0e:ce:4c:61:ae,"SCU-Student",-66,324
Daly,-84,7c:0e:ce:4c:61:ae,"SCU-Student",-80,324
Daly,-84,7c:0e:ce:4c:61:ae,"SCU-Student",-80,324
Daly,-84,7c:0e:ce:4c:61:ae,"SCU-Student",-80,324
Daly,-85,20:bb:c0:e6:e5:61,"SCU-Student",-56,324
Daly,-85,20:bb:c0:e6:e5:61,"SCU-Student",-58,324
Daly,-87,20:bb:c0:e6:e5:61,"SCU-Student",-58,324
Daly,-87,20:bb:c0:e6:e5:61,"SCU-Student",-58,324
Daly,-87,20:bb:c0:e6:e5:61,"SCU-Student",-66,130
Daly,-83,20:bb:c0:e6:e5:61,"SCU-Student",-66,130
Daly,-83,20:bb:c0:e6:e5:61,"SCU-Student",-66,130
Daly,-83,20:bb:c0:e6:e5:61,"SCU-Student",-66,130
Daly,-83,20:bb:c0:e6:e5:61,"SCU-Student",-75,130
Daly,-83,20:bb:c0:e6:e5:61,"SCU-Student",-75,130
Daly,-83,7c:0e:ce:68:93:4e,"SCU-Student",-64,130
Daly,-80,7c:0e:ce:68:93:4e,"SCU-Student",-64,130
Daly,-80,7c:0e:ce:68:93:4e,"SCU-Student",-62,130
Daly,-80,7c:0e:ce:68:93:4e,"SCU-Student",-62,130
Daly,-87,7c:0e:ce:68:93:4e,"SCU-Student",-62,130
Daly,-87,7c:0e:ce:68:93:4e,"SCU-Student",-62,130
Daly,-88,7c:0e:ce:68:93:4e,"SCU-Student",-66,130
Daly,-88,7c:0e:ce:68:93:4e,"SCU-Student",-65,130
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-65,130
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-65,130
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-75,130
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-72,324
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-72,324
Daly,-85,7c:0e:ce:68:93:4e,"SCU-Student",-72,324
Daly,-87,7c:0e:ce:68:93:4e,"SCU-Student",-79,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-73,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-73,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-73,324
Daly,-93,7c:0e:ce:60:57:3e,"SCU-Student",-73,324
Daly,-93,7c:0e:ce:60:57:3e,"SCU-Student",-68,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-57,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-57,324
Daly,-88,7c:0e:ce:60:57:3e,"SCU-Student",-57,324
Daly,-89,7c:0e:ce:60:57:3e,"SCU-Student",-61,324
Daly,-89,7c:0e:ce:60:57:3e,"SCU-Student",-61,324
Daly,-89,7c:0e:ce:60:57:3e,"SCU-Student",-61,324
Daly,-85,7c:0e:ce:60:57:3e,"SCU-Student",-61,324
Daly,-85,7c:0e:ce:60:57:3e,"SCU-Student",-73,360
Daly,-85,7c:0e:ce:60:57:3e,"SCU-Student",-73,360
Daly,-87,7c:0e:ce:60:57:3e,"SCU-Student",-73,360
Daly,-87,7c:0e:ce:60:57:3e,"SCU-Student",-73,360
Daly,-87,7c:0e:ce:60:57:3e,"SCU-Student",-71,360
Daly and Museum,-88,7c:0e:ce:60:57:3e,"SCU-Student",-76,360
Daly and Museum,-88,7c:0e:ce:60:57:3e,"SCU-Student",-76,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-81,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-81,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-81,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-82,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-82,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-82,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-85,360
Daly and Museum,-87,7c:0e:ce:60:57:3e,"SCU-Student",-85,360
Daly and Museum,-87,7c:0e:ce:60:9f:ce,"SCU-Student",-60,360
Daly and Museum,-88,7c:0e:ce:60:9f:ce,"SCU-Student",-61,360
Daly and Museum,-88,7c:0e:ce:60:9f:ce,"SCU-Student",-61,360
Daly and Museum,-89,7c:0e:ce:60:9f:ce,"SCU-Student",-61,360
Daly and Museum,-87,7c:0e:ce:60:9f:ce,"SCU-Student",-71,360
Daly and Museum,-87,7c:0e:ce:60:9f:ce,"SCU-Student",-82,360
Daly and Museum,-86,7c:0e:ce:8e:2a:61,"SCU-Student",-67,360
Archway,-85,7c:0e:ce:8e:2a:61,"SCU-Student",-62,130
Archway,-85,7c:0e:ce:8e:2a:61,"SCU-Student",-60,130
Archway,-81,7c:0e:ce:8e:2a:61,"SCU-Student",-60,130
Archway,-81,7c:0e:ce:8e:2a:61,"SCU-Student",-72,130
Archway,-81,7c:0e:ce:8e:2a:61,"SCU-Student",-72,130
Archway,-84,7c:0e:ce:8e:2a:61,"SCU-Student",-72,130
Archway,-84,7c:0e:ce:8e:2a:61,"SCU-Student",-69,130
Archway,-87,7c:0e:ce:8e:2a:61,"SCU-Student",-69,130
Archway,-87,7c:0e:ce:8e:2a:61,"SCU-Student",-69,130
Archway,-83,7c:0e:ce:8e:2a:61,"SCU-Student",-65,130
Archway,-83,7c:0e:ce:8e:2a:61,"SCU-Student",-76,130
Archway,-83,7c:0e:ce:8e:2a:61,"SCU-Student",-76,130
Archway,-85,7c:0e:ce:8e:2a:61,"SCU-Student",-76,130
Archway,-85,7c:0e:ce:8e:2a:61,"SCU-Student",-78,130
Archway,-83,7c:0e:ce:8e:2a:61,"SCU-Student",-78,130
Archway,-83,7c:0e:ce:8e:2a:61,"SCU-Student",-79,104
Archway,-83,7c:0e:ce:60:9a:ae,"SCU-Student",-75,400
Archway,-86,7c:0e:ce:60:9a:ae,"SCU-Student",-75,400
Archway,-86,7c:0e:ce:60:9a:ae,"SCU-Student",-86,324
Archway,-86,7c:0e:ce:60:9a:ae,"SCU-Student",-86,324
Archway,-85,7c:0e:ce:60:9a:ae,"SCU-Student",-86,324
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-87,216
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-87,216
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-85,216
Archway,-83,7c:0e:ce:60:9a:ae,"SCU-Student",-85,216
Archway,-81,7c:0e:ce:60:9a:ae,"SCU-Student",-85,216
Archway,-81,7c:0e:ce:60:9a:ae,"SCU-Student",-84,216
Archway,-81,7c:0e:ce:60:9a:ae,"SCU-Student",-84,216
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-84,216
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-87,216
Archway,-82,7c:0e:ce:60:9a:ae,"SCU-Student",-87,216
Main Fountain,-80,7c:0e:ce:60:9a:ae,"SCU-Student",-79,216
Main Fountain,-88,7c:0e:ce:60:9a:ae,"SCU-Student",-79,216
Main Fountain,-88,7c:0e:ce:60:9a:ae,"SCU-Student",-84,162
Main Fountain,-88,7c:0e:ce:60:9a:ae,"SCU-Student",-84,162
Main Fountain,-87,7c:0e:ce:60:9a:ae,"SCU-Student",-84,162
Main Fountain,-87,7c:0e:ce:60:9a:ae,"SCU-Student",-84,162
Main Fountain,-87,7c:0e:ce:60:9a:ae,"SCU-Student",-86,162
Main Fountain,-85,7c:0e:ce:60:9a:ae,"SCU-Student",-86,162
Main Fountain,-85,7c:0e:ce:60:9a:ae,"SCU-Student",-86,162
Main Fountain,-85,7c:0e:ce:60:9a:ae,"SCU-Student",-86,162
Main Fountain,-87,7c:0e:ce:60:9a:ae,"SCU-Student",-86,162
Main Fountain,-84,7c:0e:ce:80:5e:0e,"SCU-Student",-69,162
Main Fountain,-84,7c:0e:ce:80:5e:0e,"SCU-Student",-69,162
Main Fountain,-84,7c:0e:ce:80:5e:0e,"SCU-Student",-69,162
Main Fountain,-83,7c:0e:ce:80:5e:0e,"SCU-Student",-69,162
Main Fountain,-83,7c:0e:ce:80:5e:0e,"SCU-Student",-75,162
Main Fountain,-83,7c:0e:ce:80:5e:0e,"SCU-Student",-75,162
Main Fountain,-86,7c:0e:ce:80:5e:0e,"SCU-Student",-75,162
Main Fountain,-86,7c:0e:ce:80:5e:0e,"SCU-Student",-84,162
Main Fountain,-86,7c:0e:ce:80:5e:0e,"SCU-Student",-84,162
Main Fountain,-87,7c:0e:ce:80:5e:0e,"SCU-Student",-84,162
Main Fountain,-87,7c:0e:ce:80:5e:0e,"SCU-Student",-77,162
Main Fountain,-82,7c:0e:ce:80:5e:0e,"SCU-Student",-77,162
Law Library,-89,7c:0e:ce:60:56:9e,"SCU-Student",-75,324
Law Library,-85,7c:0e:ce:60:56:9e,"SCU-Student",-75,324
Law Library,-85,7c:0e:ce:60:56:9e,"SCU-Student",-76,324
Law Library,-88,7c:0e:ce:60:56:9e,"SCU-Student",-76,324
Law Library,-88,7c:0e:ce:60:56:9e,"SCU-Student",-70,162
Law Library,-91,7c:0e:ce:60:56:9e,"SCU-Student",-70,162
Law Library,-91,7c:0e:ce:60:56:9e,"SCU-Student",-79,162
Law Library,-89,7c:0e:ce:60:56:9e,"SCU-Student",-79,162
Engineering,-95,7c:0e:ce:60:56:9e,"SCU-Student",-67,162
Engineering,-95,7c:0e:ce:60:56:9e,"SCU-Student",-72,162
Engineering,-89,7c:0e:ce:79:e8:be,"SCU-Student",-52,162
Engineering,-89,7c:0e:ce:79:e8:be,"SCU-Student",-52,162
Engineering,-90,7c:0e:ce:79:e8:be,"SCU-Student",-49,162
Engineering,-90,7c:0e:ce:79:e8:be,"SCU-Student",-57,162
Engineering,-85,7c:0e:ce:79:e8:be,"SCU-Student",-57,162
Engineering,-85,7c:0e:ce:79:e8:be,"SCU-Student",-57,162
Engineering,-85,7c:0e:ce:79:e8:be,"SCU-Student",-58,162
Engineering,-92,7c:0e:ce:79:e8:be,"SCU-Student",-58,162
Engineering,-92,7c:0e:ce:79:e8:be,"SCU-Student",-58,162
Engineering,-89,7c:0e:ce:79:e8:be,"SCU-Student",-71,162
Engineering,-89,7c:0e:ce:79:e8:be,"SCU-Student",-71,162
Engineering,-88,7c:0e:ce:60:9f:5e,"SCU-Student",-73,324
Engineering,-90,7c:0e:ce:60:9f:5e,"SCU-Student",-67,324
Engineering,-90,7c:0e:ce:60:9f:5e,"SCU-Student",-67,324
Engineering,-92,7c:0e:ce:60:9f:5e,"SCU-Student",-67,324
Engineering,-92,7c:0e:ce:60:9f:5e,"SCU-Student",-63,324
Engineering,-92,7c:0e:ce:60:9f:5e,"SCU-Student",-63,324
Engineering,-93,7c:0e:ce:60:9f:5e,"SCU-Student",-63,324
Engineering,-93,7c:0e:ce:60:9f:5e,"SCU-Student",-61,324
Engineering,-87,7c:0e:ce:60:9f:5e,"SCU-Student",-61,324
Engineering,-87,7c:0e:ce:60:9f:5e,"SCU-Student",-61,324
Engineering,-87,7c:0e:ce:60:9f:5e,"SCU-Student",-54,324
Engineering,-89,7c:0e:ce:60:9f:5e,"SCU-Student",-54,324
Engineering,-89,7c:0e:ce:60:9f:5e,"SCU-Student",-54,324
Engineering,-89,7c:0e:ce:60:9f:5e,"SCU-Student",-54,324
Engineering,-84,7c:0e:ce:60:9f:5e,"SCU-Student",-59,324
Engineering,-84,7c:0e:ce:60:9f:5e,"SCU-Student",-59,324
Engineering,-88,7c:0e:ce:60:9f:5e,"SCU-Student",-66,324
Engineering,-88,7c:0e:ce:60:9f:5e,"SCU-Student",-75,324
Engineering,-88,7c:0e:ce:60:9f:5e,"SCU-Student",-75,324
Engineering,-88,7c:0e:ce:60:9f:5e,"SCU-Student",-75,324
Engineering,-86,7c:0e:ce:60:9f:5e,"SCU-Student",-73,324
Engineering,-86,7c:0e:ce:60:9f:5e,"SCU-Student",-73,324
Engineering,-86,7c:0e:ce:60:9f:5e,"SCU-Student",-73,324
Engineering,-90,7c:0e:ce:60:9f:5e,"SCU-Student",-64,324
Engineering,-90,7c:0e:ce:60:9f:5e,"SCU-Student",-64,324
Engineering,-89,7c:0e:ce:60:9f:5e,"SCU-Student",-69,324
Engineering,-89,7c:0e:ce:60:9f:5e,"SCU-Student",-69,324
Engineering,-90,f4:1f:c2:03:e5:b1,"SCU-Student",-65,324
Engineering,-90,f4:1f:c2:03:e5:b1,"SCU-Student",-65,324
Engineering,-90,f4:1f:c2:03:e5:b1,"SCU-Student",-65,324
Engineering,-83,f4:1f:c2:03:e5:b1,"SCU-Student",-65,324
Engineering,-83,f4:1f:c2:03:e5:b1,"SCU-Student",-69,324
Engineering,-83,f4:1f:c2:03:e5:b1,"SCU-Student",-69,324
Engineering,-93,f4:1f:c2:03:e5:b1,"SCU-Student",-69,324
Engineering,-92,20:bb:c0:e7:61:d1,"SCU-Student",-53,324
Engineering,-92,20:bb:c0:e7:61:d1,"SCU-Student",-53,324
Engineering,-92,20:bb:c0:e7:61:d1,"SCU-Student",-53,324
Engineering,-90,20:bb:c0:e7:61:d1,"SCU-Student",-63,324
Engineering,-90,20:bb:c0:e7:61:d1,"SCU-Student",-63,324
Engineering,-94,20:bb:c0:e7:61:d1,"SCU-Student",-66,324
Engineering,-90,20:bb:c0:e7:61:d1,"SCU-Student",-66,324
Engineering,-90,20:bb:c0:e7:61:d1,"SCU-Student",-69,324
Engineering,-92,20:bb:c0:e7:61:d1,"SCU-Student",-69,324
Engineering,-92,20:bb:c0:e7:61:d1,"SCU-Student",-69,324
Engineering,-91,f0:29:29:2a:19:81,"SCU-Student",-64,324
Engineering,-91,f0:29:29:2a:19:81,"SCU-Student",-64,324
Engineering,-96,f0:29:29:2a:19:81,"SCU-Student",-63,324
Engineering,-98,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-98,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-97,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-97,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-100,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-103,f0:29:29:2a:19:81,"SCU-Student",-67,324
Engineering,-103,f0:29:29:2a:19:81,"SCU-Student",-67,324
Engineering,-106,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-106,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-106,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-61,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-63,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-63,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-63,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-71,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-71,324
Engineering,-108,f0:29:29:2a:19:81,"SCU-Student",-77,324
Engineering,-108,f0:29:29:2a:19:81,"SCU-Student",-77,324
Engineering,-108,f0:29:29:2a:19:81,"SCU-Student",-77,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-77,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-81,324
Engineering,-109,f0:29:29:2a:19:81,"SCU-Student",-81,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-81,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-83,324
Engineering,-107,f0:29:29:2a:19:81,"SCU-Student",-83,324
Engineering,-105,7c:0e:ce:8e:25:9e,"SCU-Student",-77,400
Engineering,-105,7c:0e:ce:8e:25:9e,"SCU-Student",-72,360
Engineering,-105,7c:0e:ce:8e:25:9e,"SCU-Student",-72,360
Engineering,-107,7c:0e:ce:8e:25:9e,"SCU-Student",-72,360
Engineering,-107,7c:0e:ce:8e:25:9e,"SCU-Student",-77,324
Engineering,-107,7c:0e:ce:8e:25:9e,"SCU-Student",-77,324
Engineering,-107,7c:0e:ce:8e:25:9e,"SCU-Student",-75,324
Engineering,-107,7c:0e:ce:8e:25:9e,"SCU-Student",-75,324
Engineering,-110,7c:0e:ce:8e:25:9e,"SCU-Student",-75,324
Engineering,-110,7c:0e:ce:8e:25:9e,"SCU-Student",-75,324
Engineering,-110,7c:0e:ce:8e:25:9e,"SCU-Student",-77,324
Engineering,-108,7c:0e:ce:8e:25:9e,"SCU-Student",-77,324
Engineering,-108,7c:0e:ce:8e:25:9e,"SCU-Student",-77,324
Engineering,-108,7c:0e:ce:8e:25:9e,"SCU-Student",-76,324
Engineering,-110,7c:0e:ce:8e:25:9e,"SCU-Student",-76,324
Sobrato,-88,f4:1f:c2:03:ae:7e,"SCU-Student",-77,216
Sobrato,-88,f4:1f:c2:03:ae:7e,"SCU-Student",-76,216
Sobrato,-88,f4:1f:c2:03:ae:7e,"SCU-Student",-76,216
Graham,-90,7c:0e:ce:60:26:7e,"SCU-Student",-83,243
Graham,-90,7c:0e:ce:60:26:7e,"SCU-Student",-83,243
Graham,-92,7c:0e:ce:60:26:7e,"SCU-Student",-86,243
Graham,-92,7c:0e:ce:60:26:7e,"SCU-Student",-86,243
Graham,-89,7c:0e:ce:60:26:7e,"SCU-Student",-86,243
Graham,-91,7c:0e:ce:60:26:7e,"SCU-Student",-85,243
Graham,-89,7c:0e:ce:60:26:7e,"SCU-Student",-88,243
Graham,-93,7c:0e:ce:60:26:7e,"SCU-Student",-89,243
Graham,-93,7c:0e:ce:60:26:7e,"SCU-Student",-89,243
Graham,-91,7c:0e:ce:60:26:7e,"SCU-Student",-89,243
Graham,-91,7c:0e:ce:60:26:7e,"SCU-Student",-88,243
Graham,-88,7c:0e:ce:60:26:7e,"SCU-Student",-88,243
Graham,-88,7c:0e:ce:60:26:7e,"SCU-Student",-89,243
Graham,-88,50:06:04:bb:63:b6,"SCU-Student",-76,400
Graham,-89,50:06:04:bb:63:b6,"SCU-Student",-81,324
Graham,-89,50:06:04:bb:63:b6,"SCU-Student",-81,324
Graham,-89,50:06:04:bb:63:b6,"SCU-Student",-81,324
Graham,-89,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-85,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-85,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-85,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-85,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-85,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-88,50:06:04:bb:63:b6,"SCU-Student",-82,270
Graham,-88,50:06:04:bb:63:b6,"SCU-Student",-75,270
Graham,-88,50:06:04:bb:63:b6,"SCU-Student",-75,270
Graham,-87,50:06:04:bb:63:b6,"SCU-Student",-75,270
Graham,-87,50:06:04:bb:63:b6,"SCU-Student",-75,270
Graham,-86,50:06:04:bb:63:b6,"SCU-Student",-77,270
Graham,-86,50:06:04:bb:63:b6,"SCU-Student",-77,270
Graham,-88,50:06:04:bb:63:b6,"SCU-Student",-81,270
Graham,-86,50:06:04:bb:63:b6,"SCU-Student",-83,270
Graham,-86,50:06:04:bb:63:b6,"SCU-Student",-83,270
Graham,-86,50:06:04:bb:63:b6,"SCU-Student",-90,243
Graham,-87,7c:0e:ce:2a:7f:1e,"SCU-Student",-78,360
Graham,-87,7c:0e:ce:2a:7f:1e,"SCU-Student",-78,360
Graham,-86,7c:0e:ce:2a:7f:1e,"SCU-Student",-78,360
Graham,-85,7c:0e:ce:2a:7f:1e,"SCU-Student",-76,243
Graham,-88,7c:0e:ce:2a:7f:1e,"SCU-Student",-71,243
Graham,-88,7c:0e:ce:2a:7f:1e,"SCU-Student",-71,243
Graham,-88,7c:0e:ce:2a:7f:1e,"SCU-Student",-71,243
Graham,-86,7c:0e:ce:2a:7f:1e,"SCU-Student",-72,243
Graham,-86,7c:0e:ce:2a:7f:1e,"SCU-Student",-75,243
Graham,-86,7c:0e:ce:2a:7f:1e,"SCU-Student",-75,243
Graham,-86,7c:0e:ce:2a:7f:1e,"SCU-Student",-75,243
Graham,-91,7c:0e:ce:2a:7f:1e,"SCU-Student",-79,243
Graham,-91,7c:0e:ce:2a:7f:1e,"SCU-Student",-79,243
Graham,-89,7c:0e:ce:2a:7f:1e,"SCU-Student",-79,243
Graham,-89,7c:0e:ce:2a:7f:1e,"SCU-Student",-86,162
Graham,-89,7c:0e:ce:2a:7f:1e,"SCU-Student",-86,162
Graham,-88,7c:0e:ce:2a:7f:1e,"SCU-Student",-86,162
Graham,-89,7c:0e:ce:2a:7f:1e,"SCU-Student",-85,162
Graham,-90,7c:0e:ce:4c:2f:3e,"SCU-Student",-65,162
Graham,-90,7c:0e:ce:4c:2f:3e,"SCU-Student",-65,162
Graham,-103,7c:0e:ce:4c:2f:3e,"SCU-Student",-72,162
Graham,-99,64:d8:14:b0:aa:a6,"SCU-Student",-66,400
Graham,-78,64:d8:14:b0:aa:a6,"SCU-Student",-73,360
Graham,-78,7c:0e:ce:68:94:4e,"SCU-Student",-75,324
Graham,-78,7c:0e:ce:68:94:4e,"SCU-Student",-75,324
Graham,-82,7c:0e:ce:68:94:4e,"SCU-Student",-82,324
Graham,-87,7c:0e:ce:68:94:4e,"SCU-Student",-84,243
Graham,-87,7c:0e:ce:68:94:4e,"SCU-Student",-84,243
Graham,-83,7c:0e:ce:68:94:4e,"SCU-Student",-83,243
Graham,-83,7c:0e:ce:68:94:4e,"SCU-Student",-83,243
Graham,-89,7c:0e:ce:68:94:4e,"SCU-Student",-83,243
Graham,-89,7c:0e:ce:68:94:4e,"SCU-Student",-73,243
Graham,-92,7c:0e:ce:68:94:4e,"SCU-Student",-73,243
Graham,-92,7c:0e:ce:68:94:4e,"SCU-Student",-73,243
Graham,-95,7c:0e:ce:68:94:4e,"SCU-Student",-81,243
Graham,-95,7c:0e:ce:68:94:4e,"SCU-Student",-81,243
Bronco Statue,-101,b4:e9:b0:ee:75:66,"SCU-Student",-77,360
Bronco Statue,-101,b4:e9:b0:ee:75:66,"SCU-Student",-82,360
Bronco Statue,-101,b4:e9:b0:ee:75:66,"SCU-Student",-80,360
Bronco Statue,-101,b4:e9:b0:ee:75:66,"SCU-Student",-80,360
Bronco Statue,-102,b4:e9:b0:ee:75:66,"SCU-Student",-80,360
Bronco Statue,-102,b4:e9:b0:ee:75:66,"SCU-Student",-80,360
Bronco Statue,-97,b4:e9:b0:ee:75:66,"SCU-Student",-81,360
Bronco Statue,-97,b4:e9:b0:ee:75:66,"SCU-Student",-81,360
Bronco Statue,-99,b4:e9:b0:ee:75:66,"SCU-Student",-79,360
Bronco Statue,-99,b4:e9:b0:ee:75:66,"SCU-Student",-79,360
Bronco Statue,-98,b4:e9:b0:ee:75:66,"SCU-Student",-79,360
Library,-97,b4:e9:b0:ee:75:66,"SCU-Student",-84,243
Library,-92,20:bb:c0:e7:62:46,"SCU-Student",-73,324
Library,-91,20:bb:c0:e7:62:46,"SCU-Student",-65,324
Library,-91,20:bb:c0:e7:62:46,"SCU-Student",-65,324
Library,-95,20:bb:c0:e7:62:46,"SCU-Student",-56,324
Library,-95,20:bb:c0:e7:62:46,"SCU-Student",-56,324
Library,-89,20:bb:c0:e7:62:46,"SCU-Student",-77,324
Library,-90,50:06:04:ba:34:b1,"SCU-Student",-59,324
Library,-90,50:06:04:ba:34:b1,"SCU-Student",-59,324
Library,-91,50:06:04:ba:34:b1,"SCU-Student",-66,324
Library,-90,50:06:04:ba:34:b1,"SCU-Student",-64,130
Library,-90,50:06:04:ba:34:b1,"SCU-Student",-73,130
